T5130F4001,0,"信息管理与信息系统191班,信息管理与信息系统192班,电子商务191班,电子商务192班",30,-1,大学英语
T5130F4001,0,"信息管理与信息系统192班,电子商务192班",30,-1,大学英语
T5130F4001,0,"生物科学类191班,生物科学类192班,生物科学类193班,生物科学类194班,生物科学类195班,生物科学类196班,生物科学191班,生物科学192班,水产养殖学（卓越）191班,生物技术191班,生物技术192班,生态学191班,2019级前湖学院综合实验班",28,-1,大学英语
T5130F4001,0,2019级前湖学院综合实验班,29,-1,大学英语
T5130F4001,0,"生物科学类191班,生物科学类192班,生物科学类193班,生物科学类194班,生物科学类195班,生物科学类196班,生物科学191班,生物科学192班,水产养殖学（卓越）191班,生物技术191班,生物技术192班,生态学191班",35,-1,大学英语
T5130F4001,0,"生物科学类191班,生物科学类192班,生物科学类193班,生物科学类194班,生物科学类195班,生物科学类196班,生物科学191班,生物科学192班,水产养殖学（卓越）191班,生物技术191班,生物技术192班,生态学191班",34,-1,大学英语
T5130F4001,0,"生物科学类191班,生物科学类192班,生物科学类193班,生物科学类194班,生物科学类195班,生物科学类196班,生物科学191班,生物科学192班,水产养殖学（卓越）191班,生物技术191班,生物技术192班,生态学191班",32,-1,大学英语
T5130F4001,0,"生物科学类191班,生物科学类192班,生物科学类193班,生物科学类194班,生物科学类195班,生物科学类196班,生物科学191班,生物科学192班,水产养殖学（卓越）191班,生物技术191班,生物技术192班,生态学191班",37,-1,大学英语
T5130F4001,0,"电子信息类194班,电子信息类195班",31,-1,大学英语
T5130F4001,0,电子信息类191班,32,-1,大学英语
T5130F4001,0,电子信息类192班,35,-1,大学英语
T5130F4001,0,"电子信息类191班,电子信息类193班",29,-1,大学英语
T5130F4001,0,"电子信息类191班,电子信息类191班,电子信息类192班,电子信息类193班,电子信息类194班",30,-1,大学英语
T5130F4001,0,电子信息类196班,31,-1,大学英语
T5130F4001,0,"电子信息类191班,电子信息类192班,电子信息类193班,电子信息类194班,电子信息类195班,电子信息类196班",31,-1,大学英语
T5130F4001,0,"材料成型及控制工程191班,材料成型及控制工程192班,材料成型及控制工程193班,材料成型及控制工程194班,材料成型及控制工程195班",34,-1,大学英语
T5130F4001,0,"材料成型及控制工程191班,材料成型及控制工程192班,材料成型及控制工程193班,材料成型及控制工程194班,材料成型及控制工程195班",34,-1,大学英语
T5130F4001,0,"材料成型及控制工程191班,材料成型及控制工程192班,材料成型及控制工程193班,材料成型及控制工程194班,材料成型及控制工程195班",33,-1,大学英语
T5130F4001,0,"材料成型及控制工程191班,材料成型及控制工程192班,材料成型及控制工程193班,材料成型及控制工程194班,材料成型及控制工程195班",33,-1,大学英语
T5130F4001,0,机械设计制造及其自动化195班,28,-1,大学英语
T5130F4001,0,机械设计制造及其自动化197班,32,-1,大学英语
T5130F4001,0,机械设计制造及其自动化192班,24,-1,大学英语
T5130F4001,0,机械设计制造及其自动化194班,27,-1,大学英语
T5130F4001,0,机械设计制造及其自动化191班,31,-1,大学英语
T5130F4001,0,机械设计制造及其自动化193班,23,-1,大学英语
T5130F4001,0,"建筑学191班,建筑学192班,工程力学191班,城乡规划191班",31,-1,大学英语
T5130F4001,0,"建筑学191班,建筑学192班,工程力学191班,城乡规划191班",31,-1,大学英语
T5130F4001,0,"建筑学191班,建筑学192班,工程力学191班,城乡规划191班",30,-1,大学英语
T5130F4001,0,"产品设计（工业产品设计）191班,视觉传达（品牌设计）192班,环境设计（室内设计）191班,视觉传达（包装设计）193班,环境设计（景观设计）192班,视觉传达（广告设计）191班,产品设计（建筑产品设计）192班",32,-1,大学英语
T5130F4001,0,"产品设计（工业产品设计）191班,视觉传达（品牌设计）192班,环境设计（室内设计）191班,视觉传达（包装设计）193班,环境设计（景观设计）192班,视觉传达（广告设计）191班,产品设计（建筑产品设计）192班",32,-1,大学英语
T5130F4001,0,"产品设计（工业产品设计）191班,视觉传达（品牌设计）192班,环境设计（室内设计）191班,视觉传达（包装设计）193班,环境设计（景观设计）192班,视觉传达（广告设计）191班,产品设计（建筑产品设计）192班",29,-1,大学英语
T5130F4001,0,"视觉传达（品牌设计）192班,产品设计（工业产品设计）191班,环境设计（室内设计）191班,视觉传达（包装设计）193班,环境设计（景观设计）192班,视觉传达（广告设计）191班,产品设计（建筑产品设计）192班",32,-1,大学英语
T5130F4001,0,"产品设计（工业产品设计）191班,视觉传达（品牌设计）192班,环境设计（室内设计）191班,视觉传达（包装设计）193班,环境设计（景观设计）192班,视觉传达（广告设计）191班,产品设计（建筑产品设计）192班",32,-1,大学英语
T5130F4001,0,"产品设计（工业产品设计）191班,视觉传达（品牌设计）192班,环境设计（室内设计）191班,视觉传达（包装设计）193班,环境设计（景观设计）192班,视觉传达（广告设计）191班,产品设计（建筑产品设计）192班",32,-1,大学英语
T5130F4001,0,"广播电视编导191班,广播电视编导192班,播音与主持艺术191班,播音与主持艺术192班",33,-1,大学英语
T5130F4001,0,"广播电视编导191班,广播电视编导192班,播音与主持艺术191班,播音与主持艺术192班",35,-1,大学英语
T5130F4001,0,"广播电视编导191班,广播电视编导192班,播音与主持艺术191班,播音与主持艺术192班",30,-1,大学英语
T5130F4001,0,"服装与服饰设计191班,绘画（油画方向）191班,动画191班,动画192班,绘画（综合材料造型）192班",31,-1,大学英语
T5130F4001,0,"服装与服饰设计191班,绘画（油画方向）191班,动画191班,动画192班,绘画（综合材料造型）192班",29,-1,大学英语
T5130F4001,0,"服装与服饰设计191班,绘画（油画方向）191班,动画191班,动画192班,绘画（综合材料造型）192班",29,-1,大学英语
T5130F4001,0,"服装与服饰设计191班,绘画（油画方向）191班,动画191班,动画192班,绘画（综合材料造型）192班",27,-1,大学英语
T5130F4001,0,"法学类191班,法学类192班,法学191班,法学192班",31,-1,大学英语
T5130F4001,0,"法学类191班,法学191班",30,-1,大学英语
T5130F4001,0,"法学类192班,法学类193班,法学192班,法学193班",30,-1,大学英语
T5130F4001,0,"法学类193班,法学193班,知识产权191班",31,-1,大学英语
T5130F4001,0,"法学类191班,法学类192班,法学类193班,法学类194班,法学191班,法学192班,法学193班,知识产权191班,法学（卓越法律人才）194班",27,-1,大学英语
T5130F4001,0,计算机类194班,31,-1,大学英语
T5130F4001,0,计算机类192班,33,-1,大学英语
T5130F4001,0,计算机类195班,32,-1,大学英语
T5130F4001,0,计算机类196班,32,-1,大学英语
T5130F4001,0,计算机类193班,34,-1,大学英语
T5130F4001,0,机械设计制造及其自动化196班,26,-1,大学英语
T5130F4001,0,"生物科学类191班,生物科学类192班,生物科学类193班,生物科学类194班,生物科学类195班,生物科学类196班,生物科学191班,生物科学192班,水产养殖学（卓越）191班,生物技术191班,生物技术192班,生态学191班",34,-1,大学英语
T5130F4001,0,化学类192班,28,-1,大学英语
T5130F4001,0,化学类193班,30,-1,大学英语
T5130F4001,0,化学类194班,32,-1,大学英语
T5130F4001,0,化学类195班,30,-1,大学英语
T5130F4001,0,"电气工程及其自动化191班,测控技术与仪器192班",29,-1,大学英语
T5130F4001,0,"自动化191班,自动化192班,自动化193班,电气工程及其自动化191班,电气工程及其自动化192班,电气工程及其自动化193班,测控技术与仪器191班,测控技术与仪器192班,2019级本硕实验班",37,-1,大学英语
T5130F4001,0,"自动化191班,自动化192班,自动化193班,电气工程及其自动化191班,电气工程及其自动化192班,电气工程及其自动化193班,测控技术与仪器191班,测控技术与仪器192班,2019级本硕实验班",29,-1,大学英语
T5130F4001,0,"自动化191班,自动化192班,自动化193班,电气工程及其自动化191班,电气工程及其自动化192班,电气工程及其自动化193班,测控技术与仪器191班,测控技术与仪器192班,2019级本硕实验班",29,-1,大学英语
T5130F4001,0,"自动化191班,自动化192班,自动化193班,电气工程及其自动化191班,电气工程及其自动化192班,电气工程及其自动化193班,测控技术与仪器191班,测控技术与仪器192班,2019级本硕实验班",31,-1,大学英语
T5130F4001,0,"自动化191班,自动化192班,自动化193班,电气工程及其自动化191班,电气工程及其自动化192班,电气工程及其自动化193班,测控技术与仪器191班,测控技术与仪器192班,2019级本硕实验班",29,-1,大学英语
T5130F4001,0,"自动化191班,自动化192班,自动化193班,电气工程及其自动化191班,电气工程及其自动化192班,电气工程及其自动化193班,测控技术与仪器191班,测控技术与仪器192班,2019级本硕实验班",30,-1,大学英语
T5130F4001,0,"自动化191班,自动化192班,自动化193班,电气工程及其自动化191班,电气工程及其自动化192班,电气工程及其自动化193班,测控技术与仪器191班,测控技术与仪器192班,2019级本硕实验班",26,-1,大学英语
T5130F4001,0,"自动化191班,自动化192班,自动化193班,电气工程及其自动化191班,电气工程及其自动化192班,电气工程及其自动化193班,测控技术与仪器191班,测控技术与仪器192班,2019级本硕实验班",29,-1,大学英语
T5130F4001,0,"自动化191班,自动化192班,自动化193班,电气工程及其自动化191班,电气工程及其自动化192班,电气工程及其自动化193班,测控技术与仪器191班,测控技术与仪器192班,2019级本硕实验班",30,-1,大学英语
T5130F4001,0,"音乐学（音乐剧）195班,音乐学（音乐教育）191班,音乐学（音乐教育）192班,音乐学（音乐教育）193班,音乐学（音乐表演）194班",30,-1,大学英语
T5130F4001,0,"音乐学（音乐剧）195班,音乐学（音乐教育）191班,音乐学（音乐教育）192班,音乐学（音乐教育）193班,音乐学（音乐表演）194班",30,-1,大学英语
T5130F4001,0,"音乐学（音乐剧）195班,音乐学（音乐教育）191班,音乐学（音乐教育）192班,音乐学（音乐教育）193班,音乐学（音乐表演）194班",28,-1,大学英语
T5130F4001,0,"音乐学（音乐剧）195班,音乐学（音乐教育）191班,音乐学（音乐教育）192班,音乐学（音乐教育）193班,音乐学（音乐表演）194班",29,-1,大学英语
T5130F4001,0,"音乐学（音乐剧）195班,音乐学（音乐教育）191班,音乐学（音乐教育）192班,音乐学（音乐教育）193班,音乐学（音乐表演）194班",30,-1,大学英语
T5130F4001,0,"音乐学（音乐剧）195班,音乐学（音乐教育）191班,音乐学（音乐教育）192班,音乐学（音乐教育）193班,音乐学（音乐表演）194班",29,-1,大学英语
T5130F4001,0,"体育教育191班,体育教育192班,运动训练191班,运动训练192班",33,-1,大学英语
T5130F4001,0,"体育教育191班,体育教育192班,运动训练191班,运动训练192班",32,-1,大学英语
T5130F4001,0,"体育教育191班,体育教育192班,运动训练191班,运动训练192班",31,-1,大学英语
T5130F4001,0,"表演(茶艺表演方向)191班,舞蹈学191班",39,-1,大学英语
T5130F4001,0,物联网工程191班,26,-1,大学英语
T5130F4001,0,物联网工程192班,26,-1,大学英语
T5130F4001,0,"人工智能班191班,建筑环境与能源应用工程191班",37,-1,大学英语
T5130F4001,0,人工智能班191班,37,-1,大学英语
T5130F4001,0,"光电信息科学与工程191班,光电信息科学与工程192班",44,-1,大学英语
T5130F4001,0,"社会工作191班,人力资源管理191班,人力资源管理192班,劳动与社会保障191班,公共关系学191班,公共关系学192班",39,-1,大学英语
T5130F4001,0,"社会工作191班,人力资源管理191班,人力资源管理192班,劳动与社会保障191班,公共关系学191班,公共关系学192班",36,-1,大学英语
T5130F4001,0,"社会工作191班,人力资源管理191班,人力资源管理192班,劳动与社会保障191班,公共关系学191班,公共关系学192班",37,-1,大学英语
T5130F4001,0,"土木工程（道路桥梁方向）卓越计划191班,土木工程（地下工程方向）191班",29,-1,大学英语
T5130F4001,0,"土木工程（道路桥梁方向）卓越计划191班,土木工程（地下工程方向）191班",31,-1,大学英语
T5130F4001,0,"工程力学191班,数学与应用数学191班",32,-1,大学英语
T5130F4001,0,"水利水电工程191班,水利水电工程192班",30,-1,大学英语
T5130F4001,0,"水利水电工程191班,水利水电工程192班",33,-1,大学英语
T5130F4001,0,"工程管理191班,工程管理192班,工业设计191班",27,-1,大学英语
T5130F4001,0,"工程管理191班,工程管理192班,工业设计191班",36,-1,大学英语
T5130F4001,0,"物理学类191班,物理学类192班,物理学类193班,应用物理学（微电子方向）192班,信息与计算科学191班,应用物理学（应用电子方向）191班,物理学191班",27,-1,大学英语
T5130F4001,0,"物理学类191班,物理学类192班,物理学类193班,应用物理学（微电子方向）192班,信息与计算科学191班,应用物理学（应用电子方向）191班,物理学191班",32,-1,大学英语
T5130F4001,0,"物理学类191班,物理学类192班,物理学类193班,应用物理学（微电子方向）192班,信息与计算科学191班,应用物理学（应用电子方向）191班,物理学191班",31,-1,大学英语
T5130F4001,0,"物理学类191班,物理学类192班,物理学类193班,物理学191班",27,-1,大学英语
T5130F4001,0,2019级前湖学院综合实验班,30,-1,大学英语
T5130F4001,0,历史学192班,23,-1,大学英语
T5130F4001,0,档案学191班,29,-1,大学英语
T5130F4001,0,"历史学191班,档案学191班",32,-1,大学英语
T5130F4001,0,临班707,55,-1,大学英语
T5130F4001,0,临班708,41,-1,大学英语
T5130F4001,0,临床医学191班,39,-1,大学英语
T5130F4001,0,"临床医学191班,临床医学192班",39,-1,大学英语
T5130F4001,0,"临床医学192班,临床医学193班",35,-1,大学英语
T5130F4001,0,"临床医学193班,临床医学194班",39,-1,大学英语
T5130F4001,0,"临床医学194班,临床医学195班",35,-1,大学英语
T5130F4001,0,临床医学195班,33,-1,大学英语
T5130F4001,0,"临床医学（卓越班）191班,临床医学（卓越班）192班,临床医学（卓越眼科实验班）191班",45,-1,大学英语
T5130F4001,0,临床医学196班,43,-1,大学英语
T5130F4001,0,医学检验技术191班,45,-1,大学英语
T5130F4001,0,临床医学199班,39,-1,大学英语
T5130F4001,0,"临床医学199班,临床医学1910班",39,-1,大学英语
T5130F4001,0,"预防医学191班,临床医学1910班",36,-1,大学英语
T5130F4001,0,"预防医学191班,预防医学192班",35,-1,大学英语
T5130F4001,0,预防医学192班,35,-1,大学英语
T5130F4001,0,"预防医学192班,眼视光学191班",29,-1,大学英语
T5130F4001,0,康复治疗学191班,36,-1,大学英语
T5130F4001,0,儿科学191班,30,-1,大学英语
T5130F4001,0,基础医学191班,32,-1,大学英语
T5130F4001,0,医学影像学191班,48,-1,大学英语
T5130F4001,0,医学影像学192班,47,-1,大学英语
T5130F4001,0,临床医学197班,42,-1,大学英语
T5130F4001,0,临床医学198班,43,-1,大学英语
T5130F4001,0,麻醉学191班,41,-1,大学英语
T5130F4001,0,麻醉学192班,43,-1,大学英语
T5130F4001,0,眼视光医学191班,29,-1,大学英语
T5130F4001,0,临床药学191班,30,-1,大学英语
T5130F4001,0,药学191班,42,-1,大学英语
T5130F4001,0,药学192班,39,-1,大学英语
T5130F4001,0,药学193班,44,-1,大学英语
T5130F4001,0,口腔医学191班,50,-1,大学英语
