ci_course_no,ci_course_name,ci_teacher_name,ci_teacher_group,ci_class_name,ci_student_number,ci_class_att,ci_class_sign,ci_class_dep,ci_class_stat,ci_exam_type,ci_union_no,ci_original_remark,ci_appoint,ci_remark
510GY019,英语阅读技巧,戈小玲,g38,"法学类[201-4]班,管理科学与工程类[201-4]班,机械设计制造及其自动化[201-7]班,车辆工程[201-3]班,材料成型及控制工程[201-4]班,能源与动力工程[201-3]班",38,选修,1,大学英语,0,笔试考试,,0,0,
510GY019,英语阅读技巧,戈小玲,g37,"水利水电工程[201-2]班,应用心理学[201-2]班,土木类[201-8]班,公共管理类[201-5]班,工程力学201班,建筑类[201-3]班,化学类[201-5]班,公共关系学[201-2]班",40,选修,1,大学英语,0,笔试考试,,0,0,
510GY014,英汉翻译技巧,周毅军,g6,"材料类[201-7]班,食品科学与工程类[201-6]班,生物工程[201-2]班,哲学[201-2]班,历史学[201-2]班,高等研究院本硕实验班201班,中国语言文学类[201-5]班,汉语言文学（国学班）201班,档案学201班,高等研究院稀土实验班201班",42,选修,1,大学英语,0,笔试考试,,0,0,
510GY020,职场商务英语,谢晓青,g44,"水利水电工程[201-2]班,应用心理学[201-2]班,土木类[201-8]班,公共管理类[201-5]班,工程力学201班,建筑类[201-3]班,化学类[201-5]班,公共关系学[201-2]班",40,选修,1,大学英语,0,笔试考试,,0,0,
510GY020,职场商务英语,谢晓青,g43,"生物科学类[201-5]班,水产养殖学[201-2]班,生态学201班,新闻传播学类[201-5]班",44,选修,1,大学英语,0,笔试考试,,0,0,
510GY002,大学英语（2）,余艳伶:张驰,大学英语2（7）班,"药学[201-4]班,儿科学201班,口腔医学201班,护理学[201-2]班",63,选修,1,大学英语,0,笔试考试,,,0,
510GY002,大学英语（2）,余艳伶:张驰,大学英语2（8）班,"药学[201-4]班,儿科学201班,口腔医学201班,护理学[201-2]班",62,选修,1,大学英语,0,笔试考试,,,0,
510GY002,大学英语（2）,余艳伶:张驰,大学英语2（9）班,"医学检验技术201班,基础医学201班,预防医学[201-2]班,康复治疗学201班,智能医学工程201班,眼视光医学201班",66,选修,1,大学英语,0,笔试考试,,,0,
510GY002,大学英语（2）,余艳伶:张驰,大学英语2（10）班,"医学检验技术201班,基础医学201班,预防医学[201-2]班,康复治疗学201班,智能医学工程201班,眼视光医学201班",63,选修,1,大学英语,0,笔试考试,,,0,
Z5440B0112,创业学,傅颖,,工商管理（创业管理）191班,31,必修,1,经管学院,0,笔试考试,,,0,
Z5440B0112,创业学,傅颖,,工商管理（企业管理）191班,34,必修,1,经管学院,0,笔试考试,,,0,
Z5440B0301,基础工业工程,李志鹏,,工业工程191班,29,必修,1,经管学院,0,笔试考试,,,0,
550CL012,数学建模,余国松,,临班658,100,公选,1,理学院,0,课程论文（报告）,,1、3、5、7、9、11、13、16周线下,0,
Z5440B0115,技术经济学,李红,,工商管理（创业管理）191班,30,必修,1,经管学院,0,笔试考试,,,0,
Z5440B0115,技术经济学,李红,,工商管理（企业管理）191班,35,必修,1,经管学院,0,笔试考试,,,0,
Z5440B0114,运营管理,彭颖,,工商管理（企业管理）181班,29,必修,1,经管学院,0,笔试考试,,,0,
Z5440B0114,运营管理,彭颖,,工商管理（企业管理）182班,29,必修,1,经管学院,0,笔试考试,,,0,
Z5440B0114,运营管理,彭颖,,工商管理（营销管理）181班,28,必修,1,经管学院,0,笔试考试,,,0,
Z5470B0005,公司金融,李晶,,"工商管理（创业管理）181班,工商管理（营销管理）181班",57,必修,1,经管学院,0,笔试考试,,,0,
Z5470B0005,公司金融,何宜庆,,工商管理（企业管理）[181-2]班,58,必修,1,经管学院,0,笔试考试,,,0,
510CL001,商务沟通与商务礼仪实训,陈蓉婷,,临班659,41,公选,1,Ⅱ类通识课,0,课程论文（报告）,,,0,
103TG009,中国古代礼仪文明,肖教燎,,临班660,95,公选,1,教务处专用,0,笔试考试,,,0,
103TD002,文化差异与跨文化交际,肖教燎,,临班661,73,公选,1,教务处专用,0,笔试考试,,,0,
103TG003,中医与诊断-学做自己的医生,肖教燎,,临班662,141,公选,1,教务处专用,0,笔试考试,,,0,
103TG006,批判与创意思考,肖教燎,,临班663,69,公选,1,教务处专用,0,笔试考试,,,0,
103TG007,文物精品与中华文明,肖教燎,,临班664,57,公选,1,教务处专用,0,笔试考试,,,0,
103TG014,《三国志》导读,肖教燎,,临班665,106,公选,1,教务处专用,0,笔试考试,,,0,
103TD004,大国崛起：中国对外贸易概论,毛燕玲,,临班666,103,公选,1,教务处专用,0,其他,,,0,
103TG013,《春秋》导读,肖教燎,,临班667,38,公选,1,教务处专用,0,笔试考试,,,0,
103TS011,民俗资源与旅游,毛燕玲,,临班668,106,公选,1,教务处专用,0,笔试考试,,,0,
103TS005,现代自然地理学,毛燕玲,,临班669,53,公选,1,教务处专用,0,笔试考试,,,0,
103TG008,中国古典小说巅峰：四大名著鉴赏,肖教燎,,临班670,146,公选,1,教务处专用,0,其他,,,0,
103TG012,《论语》导读,肖教燎,,临班671,32,公选,1,教务处专用,0,笔试考试,,,0,
103TG010,先秦君子风范,肖教燎,,临班672,34,公选,1,教务处专用,0,笔试考试,,,0,
Z5830B0225,制药项目管理及技术经济,章亚芳,,制药工程172班,31,必修,1,环化学院,0,笔试考试,,,0,
Z5830B0225,制药项目管理及技术经济,章亚芳,,制药工程171班,35,必修,1,环化学院,0,笔试考试,,,0,
Z7910B0013,食品机械与设备,黄赣辉,,"食品科学与工程类191班,食品科学与工程类[191-4]班",93,必修,1,食品学院,0,笔试考试,,,0,
560ZP003,植物学,黄学勇:罗火林,,"水产养殖学（第二学士学位）201班,水产养殖学（卓越）201班",63,必修,1,生命学院,0,笔试考试,,,0,
560ZP003,植物学,崔萌:杨柏云,,"生物科学类203班,生物科学（第二学士学位）201班",48,必修,1,生命学院,0,笔试考试,,,0,
560ZP003,植物学,郝影宾:谭少林,,"生物科学类202班,生物技术（第二学士学位）201班",43,必修,1,生命学院,0,笔试考试,,,0,
560ZP003,植物学,蔡奇英:葛刚,,"生态学（第二学士学位）201班,生态学201班",32,必修,1,生命学院,0,笔试考试,,,0,
J7800N2005,生物化学（下）,毛慧玲:向阳,,水产养殖学（卓越）191班,29,必修,1,生命学院,0,笔试考试,,,0,
421ZP010,医学微生物学,刘金辉:刘琼:宋矿余:王静,,临床医学（留学生）201班,49,必修,1,医学院,0,笔试考试,,,0,
421ZP010,医学微生物学,刘金辉:刘琼:宋矿余:王静,,临床医学（留学生）202班,74,必修,1,医学院,0,笔试考试,,,0,
421ZP009,医学遗传学（1）,邓立彬:李翔:刘芳:张春平,,临床医学（留学生）201班,49,必修,1,医学院,0,笔试考试,,,0,
421ZP009,医学遗传学（1）,邓立彬:李翔:刘芳:张春平,,临床医学（留学生）202班,69,必修,1,医学院,0,笔试考试,,,0,
Z5410B0003,经济思想史,付智,,经济学（现代经济学）182班,31,必修,1,经管学院,0,笔试考试,,,0,
Z6120X0088,虚拟仪器技术,陈素华,,"通信工程（卓越计划）181班,电子信息工程[181-3]班,通信工程[181-4]班",54,选修,1,信工学院,0,笔试考试,,,0,
Z6120X0088,虚拟仪器技术,陈素华,,物联网工程181班,1,选修,1,信工学院,0,笔试考试,,,0,
Z6130X0002,电机与拖动,杨莉,,自动化192班,37,选修,1,信工学院,0,笔试考试,,,0,
SF2012099,经济法学,蓝寿荣,,法学（双学位）201班,92,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
SF2012099,经济法学,蓝寿荣,,法学（双学位）202班,34,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
SF2012108,民事诉讼法学,周良慧,,法学（双学位）201班,92,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
SF2012108,民事诉讼法学,周良慧,,法学（双学位）202班,34,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
SF2012130,商法,付慧姝,,法学（双学位）201班,92,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
SF2012130,商法,郑俊萍,,法学（双学位）202班,34,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
SF2012177,刑事诉讼法学,周锦依,,法学（双学位）201班,92,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
SF2012177,刑事诉讼法学,周锦依,,法学（双学位）202班,34,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
J5440S0104,管理经济学,邱向东,,"工商管理（企业管理）191班,工商管理（创业管理）191班",65,必修,1,经管学院,0,笔试考试,,,0,
T7210P0002,马克思主义基本原理,田川,,"建筑环境与能源应用工程181班,信息与计算科学191班,城乡规划181班",94,必修,1,马克思主义学院,0,笔试考试,,,0,
T7210P0002,马克思主义基本原理,黄海珠,,"电子商务[191-2]班,环境工程[191-2]班",105,必修,1,马克思主义学院,0,笔试考试,,,0,
610ZH127,云计算技术,王炜立,,临班673,0,选修,1,教务处专用,0,笔试考试,,,0,
792ZP005,生物化学,黄春洪,,临班674,1,必修,1,教务处专用,0,笔试考试,,校际选课,0,
J6140G0004,网站设计与开发,杨选辉,,临班675,0,必修,1,教务处专用,0,笔试考试,,校际选课,0,
560ZP001,动物学,邹志文,,临班676,0,必修,1,教务处专用,0,笔试考试,,校际选课,0,
550ZH401,近代物理,蔡影祥,,临班677,0,选修,1,教务处专用,0,笔试考试,,,0,
550ZP001,数学分析（1）,董秋仙,,临班678,0,必修,1,教务处专用,0,笔试考试,,校际选课,0,
Z6130X0002,电机与拖动,肖倩华,,自动化193班,37,选修,1,信工学院,0,笔试考试,,,0,
550GL012,概率论与数理统计（1）,徐义红,,临班679,0,必修,1,教务处专用,0,笔试考试,,校际选课,0,
429TH001,口腔探密,王予江,,临班680,0,公选,1,医学院,0,其他,,校际选课,0,
541ZX037,市场研究与数据分析,尧军文,,临班681,0,选修,1,教务处专用,0,笔试考试,,校际选课,0,
J5470S0002,金融学,李俭峰,,临班682,0,必修,1,教务处专用,0,笔试考试,,校际选课,0,
720GS001,思想道德修养与法律基础,晏庆琴,,"水利水电工程[201-2]班,生物科学类205班,水产养殖学[201-2]班",156,必修,1,马克思主义学院,0,笔试考试,,,0,
720GS001,思想道德修养与法律基础,李忠,,"哲学[201-2]班,历史学[201-2]班,档案学201班",141,必修,1,马克思主义学院,0,笔试考试,,,0,
720GS001,思想道德修养与法律基础,陈满生,,"舞蹈学[201-3]班,建筑类[201-3]班",169,必修,1,马克思主义学院,0,笔试考试,,,0,
720GS001,思想道德修养与法律基础,张蕾,,"过程装备与控制工程[201-2]班,工商管理（中法实验班）201班,新闻传播学类205班",129,必修,1,马克思主义学院,0,笔试考试,,,0,
720GS001,思想道德修养与法律基础,陈满生,,"表演201班,体育教育[201-2]班,日语[201-2]班",127,必修,1,马克思主义学院,0,笔试考试,,,0,
720GS001,思想道德修养与法律基础,韩迎春,,"生物科学类[201-4]班,食品科学与工程类206班",150,必修,1,马克思主义学院,0,笔试考试,,,0,
720GS001,思想道德修养与法律基础,张蕾,,"工业设计201班,汉语言文学（国学班）201班,设计学类[201-4]班",169,必修,1,马克思主义学院,0,笔试考试,,,0,
710ZP303,普通心理学（Ⅱ）,贺晓玲,,应用心理学[201-2]班,67,必修,1,公管学院,0,笔试考试,,该课程不对外专业开放,0,
511ZP007,综合英语（2）,徐雪梅,,英语202班,27,必修,1,外语学院,0,笔试考试,,,0,
T5440S0001,管理百年（MOOC）,戴志敏,,临班685,0,公选,1,教务处专用,0,课程论文（报告）,,校际选课,0,
T5440S0003,创新创业与创客思维（MOOC）,戴志敏,,临班683,0,公选,1,教务处专用,0,课程设计,,校际选课,0,
J5410S0013,金融学,谌卫学,,金融学（双学位）202班,49,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
Z5410B0036,保险学,万弋芳,,金融学（双学位）202班,49,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
J5410S0010,宏观经济学,郭有钦,,金融学（双学位）202班,49,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
Z5410X0083,投资项目评估,谢德金,,金融学（双学位）202班,49,选修,1,双学位辅修管理学院,0,笔试考试,,,0,
J5420S0006,国际金融,饶芬,,金融学（双学位）202班,49,必修,1,双学位辅修管理学院,0,笔试考试,,,0,
J5440S0104,管理经济学,邱向东,,"国际商务（商务英语）191班,工商管理（营销管理）191班",63,必修,1,经管学院,0,笔试考试,,,0,
J5430S0002,统计学,仇丹虹,,"工商管理（创业管理）191班,会计学（注册会计师）191班",67,必修,1,经管学院,0,笔试考试,,,0,
605ZP001,工程测量,张红,,土木类205班,32,必修,1,建筑工程学院,0,笔试考试,,,0,
Z6130X0002,电机与拖动,肖倩华,,自动化191班,38,选修,1,信工学院,0,笔试考试,,,0,
Z6010X0005,景观设计原理,龙春英,,建筑学[181-2]班,48,选修,1,建筑工程学院,0,笔试考试,,,0,
603ZH008,环境工程导论,陈宝魁,,"工程管理[171-2]班,土木工程（建筑工程方向）[171-3]班,土木工程（道路桥梁方向）卓越计划171班",239,必修,1,建筑工程学院,0,笔试考试,,,0,
603ZH008,环境工程导论,陈宝魁,,"工程管理[181-2]班,土木工程（建筑工程方向）[181-3]班,土木工程（道路桥梁方向）卓越计划181班,土木工程（地下工程方向）181班",213,必修,1,建筑工程学院,0,笔试考试,,,0,
603ZP005,数值计算,雷斌,,"工程管理[181-2]班,土木工程（建筑工程方向）[181-3]班,土木工程（道路桥梁方向）卓越计划181班,土木工程（地下工程方向）181班",213,必修,1,建筑工程学院,0,笔试考试,,,0,
603ZP005,数值计算,雷斌,,"工程管理[171-2]班,土木工程（建筑工程方向）[171-3]班,土木工程（道路桥梁方向）卓越计划171班",239,必修,1,建筑工程学院,0,笔试考试,,,0,
J521KA4011,合唱与指挥（4）,李建华,,"音乐学（音乐教育）[181-3]班,音乐学（音乐剧）185班,音乐学（音乐科技与艺术管理方向）186班,音乐学（音乐表演）184班",104,必修,1,艺术学院,0,笔试考试,,,0,
J521KA4011,合唱与指挥（4）,王洋,,"音乐学（音乐教育）[181-3]班,音乐学（音乐剧）185班,音乐学（音乐科技与艺术管理方向）186班,音乐学（音乐表演）184班",70,必修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,郭荣隆,,音乐学（音乐教育）181班,3,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,程灏,,音乐学（音乐教育）181班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,王欣,,音乐学（音乐教育）181班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,胡福军,,音乐学（音乐教育）181班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,刘军,,音乐学（音乐教育）181班,4,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,刘芳,,音乐学（音乐教育）181班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,罗寅,,音乐学（音乐教育）181班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,李红青,,音乐学（音乐教育）181班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,史芳芳,,音乐学（音乐教育）181班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,张冉,,音乐学（音乐教育）181班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,邓辉,,音乐学（音乐教育）181班,3,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,万志文,,音乐学（音乐教育）181班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,汤志平,,音乐学（音乐教育）181班,3,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,徐萍萍,,音乐学（音乐教育）181班,2,选修,1,艺术学院,0,笔试考试,,,0,
J521KA2011,合唱与指挥（2）,王洋,,"音乐学（音乐剧）195班,音乐学（音乐教育）191班,音乐学（音乐表演）194班",79,必修,1,艺术学院,0,笔试考试,,,0,
J521KA2011,合唱与指挥（2）,李建华,,"音乐学（音乐教育）[192-3]班,音乐学（音乐表演）194班",100,必修,1,艺术学院,0,笔试考试,,,0,
521ZH063,国际语音音标（2）,程灏:李文:罗寅,,音乐学[204-6]班,26,选修,1,艺术学院,0,其他,,该课程不对外开放,0,
Z521KX4010,声乐/器乐专业技能（4）,刘溪,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,童立,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,熊志音,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,李达,,音乐学（音乐教育）183班,4,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,于晗,,音乐学（音乐教育）183班,4,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,李兴,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,李铭,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,涂园园,,音乐学（音乐教育）183班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,徐铁,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,魏天妙,,音乐学（音乐教育）183班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,罗云斌,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,万蓓,,音乐学（音乐教育）183班,3,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,熊豫娟,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,程美芳,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,龚甜,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,郑琳,,音乐学（音乐教育）183班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,黄崟,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,谌果,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,徐晖,,音乐学（音乐教育）183班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,陈洁,,音乐学（音乐教育）183班,3,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,张雪,,音乐学（音乐教育）183班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,张雪,,音乐学（音乐教育）182班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,李兴,,音乐学（音乐教育）182班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,熊豫娟,,音乐学（音乐教育）182班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,秦嘉晖,,音乐学（音乐教育）182班,3,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,罗云斌,,音乐学（音乐教育）182班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,王小玲,,音乐学（音乐教育）182班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,郑益鲲,,音乐学（音乐教育）182班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,刘健婷,,音乐学（音乐教育）182班,4,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,熊志音,,音乐学（音乐教育）182班,3,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,陈洁,,音乐学（音乐教育）182班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,谌果,,音乐学（音乐教育）182班,3,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,黄海,,音乐学（音乐教育）182班,4,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,徐飞,,音乐学（音乐教育）182班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,李铭,,音乐学（音乐教育）182班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,于晗,,音乐学（音乐教育）182班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,龚甜,,音乐学（音乐教育）182班,3,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,万蓓,,音乐学（音乐教育）182班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4010,声乐/器乐专业技能（4）,黄崟,,音乐学（音乐教育）182班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,刘溪,,音乐学（音乐表演）184班,2,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,郭荣隆,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,徐萍萍,,音乐学（音乐表演）184班,4,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,谌果,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,万志文,,音乐学（音乐表演）184班,2,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,涂园园,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,姜磊,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,徐晖,,音乐学（音乐表演）184班,2,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,熊志音,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,万朝红,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,郑益鲲,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,史芳芳,,音乐学（音乐表演）184班,2,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,晏红,,音乐学（音乐表演）184班,2,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,黄海,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,邓辉,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,胡福军,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,刘军,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4055,音乐表演声乐/器乐专业技能（4）,程美芳,,音乐学（音乐表演）184班,1,选修,1,艺术学院,0,课程设计,,,0,
Z521KX4007,音乐剧声乐专业技能（4）,刘军,,音乐学（音乐剧）185班,4,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4007,音乐剧声乐专业技能（4）,史芳芳,,音乐学（音乐剧）185班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4007,音乐剧声乐专业技能（4）,胡福军,,音乐学（音乐剧）185班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4007,音乐剧声乐专业技能（4）,邓辉,,音乐学（音乐剧）185班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4007,音乐剧声乐专业技能（4）,汤志平,,音乐学（音乐剧）185班,2,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4007,音乐剧声乐专业技能（4）,刘芳,,音乐学（音乐剧）185班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4007,音乐剧声乐专业技能（4）,万志文,,音乐学（音乐剧）185班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4007,音乐剧声乐专业技能（4）,程灏,,音乐学（音乐剧）185班,4,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4007,音乐剧声乐专业技能（4）,马振宇,,音乐学（音乐剧）185班,3,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4007,音乐剧声乐专业技能（4）,郭荣隆,,音乐学（音乐剧）185班,1,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4007,音乐剧声乐专业技能（4）,王欣,,音乐学（音乐剧）185班,3,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4013,音乐科技创编技能（4）,杨音,,音乐学（音乐科技与艺术管理方向）186班,7,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4013,音乐科技创编技能（4）,何一波,,音乐学（音乐科技与艺术管理方向）186班,8,选修,1,艺术学院,0,笔试考试,,,0,
Z521KX4013,音乐科技创编技能（4）,黄琳,,音乐学（音乐科技与艺术管理方向）186班,7,选修,1,艺术学院,0,笔试考试,,,0,
Z521KB6009,声乐/器乐综合实训课（6）,马振宇,,音乐学（音乐剧）185班,24,必修,1,艺术学院,0,笔试考试,,,0,
Z521KB6009,声乐/器乐综合实训课（6）,李红青,,音乐学（音乐教育）181班,32,必修,1,艺术学院,0,笔试考试,,,0,
Z521KB6009,声乐/器乐综合实训课（6）,姜磊:李建华:童立:万朝红,,音乐学（音乐教育）182班,2,必修,1,艺术学院,0,笔试考试,,,0,
Z521KB6009,声乐/器乐综合实训课（6）,罗云斌:徐晖,,音乐学（音乐教育）182班,12,必修,1,艺术学院,0,笔试考试,,,0,
Z521KB6009,声乐/器乐综合实训课（6）,罗云斌:徐晖,,音乐学（音乐教育）183班,12,必修,1,艺术学院,0,笔试考试,,,0,
Z521KB6009,声乐/器乐综合实训课（6）,姜磊:李建华:童立:万朝红,,音乐学（音乐教育）183班,5,必修,1,艺术学院,0,笔试考试,,,0,
Z521KB6009,声乐/器乐综合实训课（6）,杨音,,音乐学（音乐科技与艺术管理方向）186班,22,必修,1,艺术学院,0,笔试考试,,,0,
Z521KB6009,声乐/器乐综合实训课（6）,谌果,,音乐学（音乐教育）183班,6,必修,1,艺术学院,0,笔试考试,,,0,
Z521KB6009,声乐/器乐综合实训课（6）,龚甜:黄海:万蓓,,音乐学（音乐表演）184班,2,必修,1,艺术学院,0,笔试考试,,,0,
